Person_ID,Day,Exercise_Type,Duration_Minutes,Calories_Burned
232,Tuesday,Rowing,146,1168
232,Wednesday,Stretching,87,1044
232,Thursday,Boxing,128,896
232,Friday,Skating,56,504
232,Saturday,Rowing,39,234
232,Sunday,Handball,74,444
233,Monday,Hiking,90,1080
233,Tuesday,Hiking,20,220
233,Wednesday,Rowing,93,1116
233,Thursday,Plank,129,1161
233,Friday,HIIT,96,864
233,Saturday,Crunches,80,880
233,Sunday,Jumping Jacks,123,1107
234,Monday,Yoga,33,297
234,Tuesday,Basketball,125,1375
234,Wednesday,Badminton,141,846
234,Thursday,Boxing,35,315
234,Friday,Yoga,81,729
234,Saturday,Aerobics,121,968
234,Sunday,Sprinting,122,1342
235,Monday,Cycling,35,420
235,Tuesday,Elliptical,55,660
235,Wednesday,Squats,40,360
235,Thursday,Push-ups,73,803
235,Friday,Pull-ups,118,708
235,Saturday,Cycling,114,1140
235,Sunday,Lunges,145,1015
236,Monday,Stretching,128,896
236,Tuesday,Resistance Band Workout,41,246
236,Wednesday,Aerobics,77,924
236,Thursday,Rowing,21,252
236,Friday,Spin Class,31,186
236,Saturday,Table Tennis,66,792
236,Sunday,Martial Arts,22,176
237,Monday,Resistance Band Workout,90,810
237,Tuesday,Basketball,41,287
237,Wednesday,Swimming,131,1572
237,Thursday,Strength Training,47,470
237,Friday,Rowing,45,540
237,Saturday,Mountain Climbers,67,402
237,Sunday,Handball,21,126
238,Monday,Aerobics,72,720
238,Tuesday,Pull-ups,103,824
238,Wednesday,Mountain Climbers,143,1287
238,Thursday,Walking,143,1287
238,Friday,Dancing,119,1428
238,Saturday,Badminton,129,1161
238,Sunday,Rock Climbing,66,528
239,Monday,Dancing,33,363
239,Tuesday,Rugby,61,488
239,Wednesday,Rock Climbing,24,192
239,Thursday,Pull-ups,95,665
239,Friday,Stretching,107,1070
239,Saturday,Jumping Jacks,142,1562
239,Sunday,Table Tennis,115,1035
240,Monday,Treadmill,44,484
240,Tuesday,Leg Press,74,740
240,Wednesday,Jumping Jacks,53,583
240,Thursday,Plank,46,552
240,Friday,Sprinting,99,792
240,Saturday,Sprinting,86,946
240,Sunday,Bench Press,22,242
241,Monday,HIIT,93,558
241,Tuesday,Tennis,75,900
241,Wednesday,Pull-ups,44,484
241,Thursday,Surfing,40,480
241,Friday,Sprinting,68,612
241,Saturday,HIIT,23,230
241,Sunday,Core Training,51,459
242,Monday,Skipping Rope,67,536
242,Tuesday,Sit-ups,51,612
242,Wednesday,CrossFit,134,804
242,Thursday,Plank,61,671
242,Friday,Running,47,470
242,Saturday,Core Training,124,1488
242,Sunday,Bench Press,93,930
243,Monday,Core Training,143,1430
243,Tuesday,Shoulder Press,122,1220
243,Wednesday,CrossFit,27,324
243,Thursday,Yoga,28,308
243,Friday,Kickboxing,83,913
243,Saturday,Shoulder Press,120,1440
243,Sunday,Rock Climbing,62,372
244,Monday,Sit-ups,112,1120
244,Tuesday,Dancing,131,1441
244,Wednesday,Walking,28,308
244,Thursday,Push-ups,111,999
244,Friday,Treadmill,87,783
244,Saturday,Tennis,144,1152
244,Sunday,Stair Climber,57,570
245,Monday,Treadmill,123,1230
245,Tuesday,Shoulder Press,42,294
245,Wednesday,Swimming,115,920
245,Thursday,Kettlebell Workout,37,259
245,Friday,Aerobics,51,357
245,Saturday,Push-ups,115,1035
245,Sunday,CrossFit,139,834
246,Monday,Powerlifting,115,690
246,Tuesday,Plank,56,336
246,Wednesday,Walking,114,684
246,Thursday,Crunches,101,909
246,Friday,Kickboxing,38,266
246,Saturday,Resistance Band Workout,30,240
246,Sunday,Stretching,65,780
247,Monday,Martial Arts,130,1560
247,Tuesday,Cycling,128,1152
247,Wednesday,HIIT,147,1029
247,Thursday,Handball,37,407
247,Friday,Skating,50,450
247,Saturday,Aerobics,83,830
247,Sunday,Handball,78,468
248,Monday,Mountain Climbers,145,1305
248,Tuesday,Martial Arts,42,420
248,Wednesday,Table Tennis,120,720
248,Thursday,Skating,145,1595
248,Friday,Sprinting,94,846
248,Saturday,Core Training,137,1644
248,Sunday,Cycling,79,869
249,Monday,Running,56,448
249,Tuesday,Skipping Rope,29,174
249,Wednesday,Rugby,107,856
249,Thursday,Treadmill,86,602
249,Friday,Stretching,144,1584
249,Saturday,Crunches,129,1161
249,Sunday,Squats,39,468
250,Monday,Boxing,53,583
250,Tuesday,Skating,62,496
250,Wednesday,Pull-ups,69,828
250,Thursday,Boxing,39,468
250,Friday,Pull-ups,117,936
250,Saturday,Dancing,27,297
250,Sunday,Treadmill,68,612
251,Monday,Stretching,120,1200
251,Tuesday,Rock Climbing,98,1176
251,Wednesday,Martial Arts,48,336
251,Thursday,CrossFit,126,1512
251,Friday,Leg Press,105,945
251,Saturday,Mobility Drills,24,240
251,Sunday,Zumba,54,378
252,Monday,Basketball,67,402
252,Tuesday,Stair Climber,36,252
252,Wednesday,Tennis,44,396
252,Thursday,Bench Press,55,495
252,Friday,HIIT,131,1572
252,Saturday,Surfing,82,492
252,Sunday,Cycling,69,552
253,Monday,Sit-ups,88,1056
253,Tuesday,Kickboxing,47,282
253,Wednesday,Kickboxing,125,1250
253,Thursday,Sit-ups,107,1070
253,Friday,Resistance Band Workout,74,444
253,Saturday,Squats,26,234
253,Sunday,Running,48,528
254,Monday,Resistance Band Workout,133,1596
254,Tuesday,Mountain Climbers,48,528
254,Wednesday,Walking,101,808
254,Thursday,Treadmill,94,564
254,Friday,Shoulder Press,29,290
254,Saturday,Pilates,59,354
254,Sunday,Leg Press,83,830
255,Monday,Skipping Rope,53,530
255,Tuesday,Core Training,101,808
255,Wednesday,Dancing,78,624
255,Thursday,Rugby,21,126
255,Friday,Hiking,114,912
255,Saturday,Burpees,64,576
255,Sunday,Spin Class,25,200
256,Monday,Plank,69,828
256,Tuesday,Battle Ropes,58,348
256,Wednesday,Dancing,144,1152
256,Thursday,Crunches,74,518
256,Friday,HIIT,54,648
256,Saturday,Handball,131,1048
256,Sunday,Dancing,146,1022
257,Monday,Pilates,132,1056
257,Tuesday,Handball,66,396
257,Wednesday,Running,81,486
257,Thursday,Powerlifting,48,480
257,Friday,Deadlifts,94,564
257,Saturday,Kickboxing,27,162
257,Sunday,Stretching,31,372
258,Monday,Swimming,79,948
258,Tuesday,Spin Class,75,900
258,Wednesday,Surfing,145,1450
258,Thursday,Dancing,26,182
258,Friday,Core Training,121,1331
258,Saturday,Stretching,37,444
258,Sunday,Stretching,79,948
259,Monday,Running,144,1584
259,Tuesday,Stair Climber,29,174
259,Wednesday,Kettlebell Workout,145,1015
259,Thursday,Cycling,22,132
259,Friday,Pilates,106,848
259,Saturday,Squats,45,270
259,Sunday,Skipping Rope,95,1140
260,Monday,Deadlifts,98,686
260,Tuesday,CrossFit,70,560
260,Wednesday,Stair Climber,125,875
260,Thursday,Volleyball,75,750
260,Friday,Stretching,135,945
260,Saturday,Pull-ups,66,660
260,Sunday,Pull-ups,146,1022
261,Monday,Martial Arts,45,450
261,Tuesday,Leg Press,81,486
261,Wednesday,CrossFit,70,630
261,Thursday,Rowing,32,384
261,Friday,Rock Climbing,65,520
261,Saturday,Rowing,43,301
261,Sunday,Table Tennis,112,1008
262,Monday,Core Training,142,994
262,Tuesday,Kickboxing,75,450
262,Wednesday,Volleyball,82,574
262,Thursday,Cycling,67,670
262,Friday,Surfing,43,430
262,Saturday,Elliptical,143,1430
262,Sunday,HIIT,51,408
263,Monday,Zumba,97,679
263,Tuesday,Pull-ups,133,1463
263,Wednesday,Stair Climber,62,372
263,Thursday,Rock Climbing,28,252
263,Friday,Crunches,121,726
263,Saturday,Powerlifting,111,666
263,Sunday,Walking,114,798
264,Monday,Walking,30,210
264,Tuesday,Hiking,139,1112
264,Wednesday,Swimming,67,536
264,Thursday,CrossFit,124,868
264,Friday,CrossFit,89,801
264,Saturday,Running,119,952
264,Sunday,Rugby,124,1488
265,Monday,Jumping Jacks,29,290
265,Tuesday,Sit-ups,138,1656
265,Wednesday,Stretching,136,1360
265,Thursday,Deadlifts,36,216
265,Friday,Basketball,73,511
265,Saturday,Dancing,67,737
265,Sunday,Bench Press,36,324
266,Monday,Dancing,42,336
266,Tuesday,Basketball,143,1144
266,Wednesday,Skating,89,712
266,Thursday,Strength Training,94,1034
266,Friday,Squats,128,1536
266,Saturday,Mountain Climbers,101,1010
266,Sunday,Bench Press,141,1551
267,Monday,Aerobics,127,1270
267,Tuesday,Dancing,75,825
267,Wednesday,Dancing,60,600
267,Thursday,Kickboxing,125,750
267,Friday,Zumba,26,260
267,Saturday,Spin Class,73,657
267,Sunday,Elliptical,55,660
268,Monday,Volleyball,101,808
268,Tuesday,HIIT,97,776
268,Wednesday,Hiking,145,1160
268,Thursday,Push-ups,66,396
268,Friday,Leg Press,138,1104
268,Saturday,Pull-ups,137,1644
268,Sunday,Rock Climbing,142,1704
269,Monday,Plank,95,760
269,Tuesday,Running,23,276
269,Wednesday,Basketball,80,720
269,Thursday,Kettlebell Workout,21,189
269,Friday,Powerlifting,82,820
269,Saturday,Resistance Band Workout,54,378
269,Sunday,Crunches,45,450
270,Monday,Rowing,60,720
270,Tuesday,Sit-ups,118,708
270,Wednesday,Basketball,94,940
270,Thursday,Volleyball,105,945
270,Friday,Skating,85,765
270,Saturday,Powerlifting,137,1096
270,Sunday,CrossFit,145,1305
271,Monday,HIIT,131,1048
271,Tuesday,Running,98,1078
271,Wednesday,Strength Training,146,1606
271,Thursday,Rock Climbing,128,1280
271,Friday,HIIT,147,1323
271,Saturday,Rowing,140,1540
271,Sunday,Kickboxing,38,456
272,Monday,Shoulder Press,121,968
272,Tuesday,Plank,80,640
272,Wednesday,Walking,75,900
272,Thursday,Resistance Band Workout,139,1529
272,Friday,Kettlebell Workout,53,477
272,Saturday,Strength Training,53,318
272,Sunday,Kettlebell Workout,79,948
273,Monday,Skating,67,469
273,Tuesday,Pilates,107,1177
273,Wednesday,Lunges,34,204
273,Thursday,Leg Press,45,450
273,Friday,Mobility Drills,115,1380
273,Saturday,Burpees,108,864
273,Sunday,Bench Press,21,231
274,Monday,Cycling,122,854
274,Tuesday,Martial Arts,33,396
274,Wednesday,CrossFit,132,1320
274,Thursday,Kickboxing,147,1176
274,Friday,Plank,84,1008
274,Saturday,Strength Training,39,273
274,Sunday,Core Training,43,301
275,Monday,Yoga,61,732
275,Tuesday,Deadlifts,32,288
275,Wednesday,Crunches,32,288
275,Thursday,Battle Ropes,132,1188
275,Friday,Sprinting,46,552
275,Saturday,Skating,27,270
275,Sunday,Pull-ups,137,959
276,Monday,Plank,65,455
276,Tuesday,Rugby,24,288
276,Wednesday,Football,143,1573
276,Thursday,Table Tennis,89,801
276,Friday,Plank,33,297
276,Saturday,Crunches,150,1350
276,Sunday,Crunches,36,216
277,Monday,Handball,58,638
277,Tuesday,Table Tennis,101,606
277,Wednesday,HIIT,112,784
277,Thursday,Swimming,107,1284
277,Friday,Rowing,77,693
277,Saturday,Yoga,121,968
277,Sunday,Swimming,33,363
278,Monday,Badminton,83,664
278,Tuesday,Football,127,1270
278,Wednesday,Kickboxing,142,1420
278,Thursday,Martial Arts,56,448
278,Friday,Skipping Rope,89,712
278,Saturday,Core Training,78,858
278,Sunday,Surfing,75,675
279,Monday,Rowing,65,390
279,Tuesday,Skipping Rope,120,720
279,Wednesday,Skipping Rope,115,690
279,Thursday,Elliptical,58,638
279,Friday,Squats,33,330
279,Saturday,Badminton,98,588
279,Sunday,Football,85,850
280,Monday,Mountain Climbers,59,590
280,Tuesday,Lunges,59,649
280,Wednesday,Table Tennis,113,791
280,Thursday,Boxing,36,216
280,Friday,Squats,30,330
280,Saturday,Football,138,966
280,Sunday,Walking,81,567
281,Monday,Shoulder Press,70,560
281,Tuesday,Martial Arts,135,1215
281,Wednesday,Jumping Jacks,90,990
281,Thursday,Burpees,108,1080
281,Friday,Spin Class,92,1012
281,Saturday,Basketball,26,312
281,Sunday,Squats,33,264
282,Monday,Boxing,32,320
282,Tuesday,Shoulder Press,128,1280
282,Wednesday,Swimming,99,693
282,Thursday,Rock Climbing,52,520
282,Friday,Burpees,94,1034
282,Saturday,Leg Press,106,636
282,Sunday,Hiking,110,990
283,Monday,Strength Training,96,576
283,Tuesday,Plank,66,792
283,Wednesday,Skating,83,498
283,Thursday,Bench Press,110,1320
283,Friday,Pull-ups,123,1353
283,Saturday,Mountain Climbers,147,1617
283,Sunday,Mountain Climbers,38,304
284,Monday,Dancing,83,913
284,Tuesday,Resistance Band Workout,90,900
284,Wednesday,Hiking,63,441
284,Thursday,Battle Ropes,72,648
284,Friday,Spin Class,34,408
284,Saturday,Zumba,40,480
284,Sunday,Core Training,107,1177
285,Monday,Battle Ropes,40,440
285,Tuesday,Rugby,47,564
285,Wednesday,Pilates,94,564
285,Thursday,Crunches,141,1269
285,Friday,Leg Press,139,1668
285,Saturday,Aerobics,113,791
285,Sunday,Boxing,97,679
286,Monday,Crunches,37,222
286,Tuesday,Walking,122,1220
286,Wednesday,Handball,49,294
286,Thursday,Rock Climbing,86,602
286,Friday,Battle Ropes,110,660
286,Saturday,Jumping Jacks,82,492
286,Sunday,Martial Arts,86,946
287,Monday,Battle Ropes,78,936
287,Tuesday,Crunches,112,1344
287,Wednesday,Boxing,136,1496
287,Thursday,Jumping Jacks,60,480
287,Friday,Mobility Drills,66,462
287,Saturday,Powerlifting,99,693
287,Sunday,Rowing,35,350
288,Monday,Strength Training,45,450
288,Tuesday,Pilates,44,352
288,Wednesday,Leg Press,131,1572
288,Thursday,Resistance Band Workout,123,861
288,Friday,Pull-ups,94,1034
288,Saturday,Deadlifts,27,243
288,Sunday,Jumping Jacks,128,1024
289,Monday,Tennis,71,568
289,Tuesday,Rock Climbing,39,468
289,Wednesday,Powerlifting,97,582
289,Thursday,Zumba,32,224
289,Friday,Table Tennis,109,872
289,Saturday,Rugby,123,1107
289,Sunday,Kickboxing,146,1752
290,Monday,Sit-ups,145,1160
290,Tuesday,Rugby,34,340
290,Wednesday,Crunches,30,360
290,Thursday,Shoulder Press,76,836
290,Friday,Battle Ropes,97,970
290,Saturday,Walking,69,621
290,Sunday,Lunges,147,882
291,Monday,Powerlifting,27,297
291,Tuesday,Sprinting,37,296
291,Wednesday,Squats,117,1170
291,Thursday,Jumping Jacks,145,1015
291,Friday,CrossFit,50,600
291,Saturday,Burpees,20,200
291,Sunday,Rugby,123,984
292,Monday,Sprinting,56,560
292,Tuesday,Surfing,35,350
292,Wednesday,Yoga,103,1236
292,Thursday,Jumping Jacks,82,574
292,Friday,CrossFit,70,840
292,Saturday,Burpees,75,675
292,Sunday,Jumping Jacks,108,648
293,Monday,Football,65,715
293,Tuesday,Squats,145,870
293,Wednesday,Yoga,95,950
293,Thursday,Plank,34,306
293,Friday,Powerlifting,123,1107
293,Saturday,Martial Arts,62,744
293,Sunday,Rugby,117,819
294,Monday,Rugby,58,522
294,Tuesday,Core Training,57,399
294,Wednesday,Squats,69,759
294,Thursday,Kettlebell Workout,120,1320
294,Friday,CrossFit,102,816
294,Saturday,Burpees,46,368
294,Sunday,Basketball,123,861
295,Monday,Handball,140,1680
295,Tuesday,Handball,121,968
295,Wednesday,Pilates,126,756
295,Thursday,Table Tennis,137,822
295,Friday,Cycling,106,1060
295,Saturday,Table Tennis,58,580
295,Sunday,Bench Press,62,620
296,Monday,Handball,90,810
296,Tuesday,Core Training,51,459
296,Wednesday,Boxing,123,738
296,Thursday,Pull-ups,100,800
296,Friday,Tennis,95,570
296,Saturday,Kickboxing,95,570
296,Sunday,Sprinting,94,564
297,Monday,Burpees,120,720
297,Tuesday,Tennis,38,380
297,Wednesday,Walking,70,420
297,Thursday,Stretching,124,1240
297,Friday,Core Training,84,588
297,Saturday,Walking,127,1016
297,Sunday,Skipping Rope,112,784
298,Monday,Yoga,31,186
298,Tuesday,Pilates,101,1111
298,Wednesday,Zumba,119,833
298,Thursday,Elliptical,80,800
298,Friday,Push-ups,64,576
298,Saturday,Volleyball,61,366
298,Sunday,Sprinting,87,957
299,Monday,Pull-ups,38,228
299,Tuesday,Kickboxing,136,1496
299,Wednesday,Mountain Climbers,78,624
299,Thursday,Hiking,79,553
299,Friday,Swimming,83,830
299,Saturday,Elliptical,82,738
299,Sunday,Lunges,138,828
300,Monday,Jumping Jacks,141,987
300,Tuesday,Lunges,95,570
300,Wednesday,Squats,79,474
300,Thursday,Running,150,1050
300,Friday,Dancing,23,276
300,Saturday,Stretching,67,536
300,Sunday,Mobility Drills,150,1650
301,Monday,Mountain Climbers,51,612
301,Tuesday,Swimming,56,392
301,Wednesday,Badminton,56,392
301,Thursday,Volleyball,134,1340
301,Friday,Mobility Drills,61,427
301,Saturday,Core Training,54,432
301,Sunday,Push-ups,62,558
302,Monday,Running,116,1276
302,Tuesday,Resistance Band Workout,43,430
302,Wednesday,Badminton,42,378
302,Thursday,Boxing,80,960
302,Friday,Rugby,76,684
302,Saturday,Bench Press,74,666
302,Sunday,Rugby,41,451
303,Monday,Yoga,99,594
303,Tuesday,Skating,51,408
303,Wednesday,Mountain Climbers,39,429
303,Thursday,Football,120,840
303,Friday,Treadmill,22,176
303,Saturday,Aerobics,98,1078
303,Sunday,Mobility Drills,41,328
304,Monday,Dancing,40,480
304,Tuesday,Sprinting,40,240
304,Wednesday,Table Tennis,29,348
304,Thursday,Aerobics,85,1020
304,Friday,Stair Climber,34,204
304,Saturday,Crunches,132,1320
304,Sunday,Walking,70,490
305,Monday,Rock Climbing,78,624
305,Tuesday,Rock Climbing,138,966
305,Wednesday,Hiking,52,416
305,Thursday,Mountain Climbers,50,400
305,Friday,Martial Arts,53,636
305,Saturday,Mobility Drills,130,910
305,Sunday,Running,92,1104
306,Monday,Elliptical,24,144
306,Tuesday,HIIT,57,684
306,Wednesday,Kettlebell Workout,84,840
306,Thursday,Plank,116,928
306,Friday,Swimming,123,1476
306,Saturday,Pull-ups,106,1060
306,Sunday,Shoulder Press,138,966
307,Monday,Spin Class,28,252
307,Tuesday,Rowing,121,968
307,Wednesday,Dancing,135,945
307,Thursday,Swimming,47,470
307,Friday,Rugby,34,340
307,Saturday,Shoulder Press,42,294
307,Sunday,Bench Press,108,1188
308,Monday,Surfing,83,996
308,Tuesday,Surfing,127,1270
308,Wednesday,Squats,70,490
308,Thursday,Leg Press,131,1048
308,Friday,Volleyball,42,504
308,Saturday,Football,121,1210
308,Sunday,Martial Arts,131,1572
309,Monday,Rock Climbing,61,366
309,Tuesday,Burpees,49,392
309,Wednesday,HIIT,59,531
309,Thursday,Yoga,132,1188
309,Friday,Basketball,59,413
309,Saturday,Cycling,52,416
309,Sunday,Spin Class,52,364
310,Monday,Resistance Band Workout,56,448
310,Tuesday,Burpees,77,924
310,Wednesday,Spin Class,69,552
310,Thursday,Surfing,94,564
310,Friday,Surfing,83,996
310,Saturday,Lunges,48,432
310,Sunday,Yoga,113,791
311,Monday,Plank,96,672
311,Tuesday,Push-ups,21,210
311,Wednesday,Volleyball,77,847
311,Thursday,Dancing,143,1287
311,Friday,Core Training,67,402
311,Saturday,Elliptical,63,567
311,Sunday,Tennis,85,850
312,Monday,Battle Ropes,31,248
312,Tuesday,Kickboxing,148,1776
312,Wednesday,Basketball,81,972
312,Thursday,Squats,137,1096
312,Friday,Plank,113,1243
312,Saturday,Badminton,105,1050
312,Sunday,Burpees,143,1287
313,Monday,Sprinting,135,1215
313,Tuesday,Strength Training,135,945
313,Wednesday,Sprinting,37,222
313,Thursday,Cycling,137,1096
313,Friday,Shoulder Press,55,495
313,Saturday,Deadlifts,51,306
313,Sunday,Rugby,96,864
314,Monday,Dancing,89,1068
314,Tuesday,Zumba,21,210
314,Wednesday,Mobility Drills,51,459
314,Thursday,Rock Climbing,102,816
314,Friday,Lunges,125,1000
314,Saturday,Aerobics,45,450
314,Sunday,Pull-ups,101,606
315,Monday,Jumping Jacks,61,671
315,Tuesday,Push-ups,69,759
315,Wednesday,Jumping Jacks,66,594
315,Thursday,Rugby,135,1620
315,Friday,Volleyball,56,336
315,Saturday,Deadlifts,140,1260
315,Sunday,Hiking,108,1188
316,Monday,Plank,20,200
316,Tuesday,Battle Ropes,50,400
316,Wednesday,Squats,24,192
316,Thursday,Jumping Jacks,43,258
316,Friday,Running,70,840
316,Saturday,Football,58,406
316,Sunday,Rowing,125,875
317,Monday,Martial Arts,85,510
317,Tuesday,Yoga,61,427
317,Wednesday,Kickboxing,59,531
317,Thursday,Kettlebell Workout,110,880
317,Friday,CrossFit,37,407
317,Saturday,Martial Arts,134,1206
317,Sunday,Pilates,40,240
318,Monday,Shoulder Press,68,816
318,Tuesday,Lunges,130,780
318,Wednesday,Mountain Climbers,116,1392
318,Thursday,Burpees,101,1111
318,Friday,Kickboxing,103,1236
318,Saturday,Skating,70,420
318,Sunday,Bench Press,39,312
319,Monday,Swimming,97,582
319,Tuesday,Stair Climber,100,1000
319,Wednesday,Squats,44,396
319,Thursday,Rock Climbing,114,912
319,Friday,Kettlebell Workout,109,981
319,Saturday,Core Training,130,1170
319,Sunday,Kickboxing,140,980
320,Monday,Surfing,86,1032
320,Tuesday,Dancing,29,174
320,Wednesday,Walking,55,660
320,Thursday,Boxing,115,1380
320,Friday,Deadlifts,98,1078
320,Saturday,CrossFit,24,192
320,Sunday,Walking,104,1248
321,Monday,Badminton,45,315
321,Tuesday,Aerobics,72,864
321,Wednesday,CrossFit,53,636
321,Thursday,Spin Class,66,594
321,Friday,Skipping Rope,62,744
321,Saturday,Hiking,102,1020
321,Sunday,Badminton,132,1452
322,Monday,Sit-ups,48,528
322,Tuesday,Bench Press,20,180
322,Wednesday,Core Training,26,156
322,Thursday,Surfing,135,1620
322,Friday,Tennis,28,168
322,Saturday,Badminton,123,984
322,Sunday,Mountain Climbers,108,1296
323,Monday,Squats,106,1166
323,Tuesday,Walking,103,1030
323,Wednesday,Surfing,87,522
323,Thursday,Rock Climbing,125,750
323,Friday,Leg Press,62,434
323,Saturday,Rock Climbing,37,407
323,Sunday,Surfing,90,540
324,Monday,CrossFit,136,1224
324,Tuesday,Pull-ups,139,1112
324,Wednesday,Strength Training,34,306
324,Thursday,Kettlebell Workout,21,210
324,Friday,Push-ups,84,504
324,Saturday,CrossFit,142,1136
324,Sunday,Table Tennis,140,1400
325,Monday,Boxing,43,301
325,Tuesday,Resistance Band Workout,97,1067
325,Wednesday,Table Tennis,123,1476
325,Thursday,Handball,55,440
325,Friday,Sit-ups,60,480
325,Saturday,Running,120,960
325,Sunday,Battle Ropes,130,1040
326,Monday,Running,90,1080
326,Tuesday,Lunges,76,608
326,Wednesday,Cycling,58,522
326,Thursday,Hiking,30,300
326,Friday,Walking,102,612
326,Saturday,Pilates,96,1056
326,Sunday,Core Training,94,1128
327,Monday,Dancing,123,738
327,Tuesday,Walking,65,585
327,Wednesday,Zumba,137,959
327,Thursday,CrossFit,67,603
327,Friday,Martial Arts,136,1496
327,Saturday,Pull-ups,80,960
327,Sunday,Treadmill,76,456
328,Monday,Zumba,76,912
328,Tuesday,Cycling,144,1152
328,Wednesday,Mobility Drills,80,720
328,Thursday,Surfing,110,1210
328,Friday,Surfing,67,402
328,Saturday,Sit-ups,30,210
328,Sunday,Rock Climbing,131,1310
329,Monday,Leg Press,119,952
329,Tuesday,Aerobics,41,492
329,Wednesday,Bench Press,43,258
329,Thursday,Pull-ups,140,840
329,Friday,Mountain Climbers,49,539
329,Saturday,Running,108,648
329,Sunday,Hiking,98,686
330,Monday,Mobility Drills,134,804
330,Tuesday,Squats,71,781
330,Wednesday,Push-ups,32,224
330,Thursday,Deadlifts,63,756
330,Friday,Battle Ropes,143,1001
330,Saturday,Stretching,50,350
330,Sunday,Stretching,115,1380
331,Monday,Spin Class,57,456
331,Tuesday,Mountain Climbers,77,616
331,Wednesday,Elliptical,149,1192
331,Thursday,Kettlebell Workout,61,671
331,Friday,Spin Class,110,880
331,Saturday,Cycling,36,396
331,Sunday,Stair Climber,40,400
332,Monday,Zumba,45,405
332,Tuesday,Battle Ropes,125,1125
332,Wednesday,Walking,119,1309
332,Thursday,Treadmill,65,390
332,Friday,Rugby,104,936
332,Saturday,Core Training,47,423
332,Sunday,Elliptical,56,504
333,Monday,Lunges,62,558
333,Tuesday,Aerobics,142,1278
333,Wednesday,Elliptical,21,168
333,Thursday,Jumping Jacks,143,1144
333,Friday,Core Training,140,980
333,Saturday,Hiking,73,438
333,Sunday,Mobility Drills,74,666
334,Monday,Powerlifting,28,168
334,Tuesday,Battle Ropes,30,180
334,Wednesday,Squats,73,803
334,Thursday,Rugby,43,516
334,Friday,Stair Climber,128,1152
334,Saturday,Aerobics,21,252
334,Sunday,Strength Training,30,270
335,Monday,Sit-ups,77,616
335,Tuesday,Skipping Rope,150,1050
335,Wednesday,Pilates,52,468
335,Thursday,Mobility Drills,29,203
335,Friday,Deadlifts,86,688
335,Saturday,Crunches,50,300
335,Sunday,HIIT,79,790
336,Monday,Treadmill,137,822
336,Tuesday,CrossFit,29,261
336,Wednesday,Push-ups,132,924
336,Thursday,Spin Class,149,1490
336,Friday,Stretching,112,672
336,Saturday,Cycling,22,154
336,Sunday,Deadlifts,149,1639
337,Monday,Walking,74,666
337,Tuesday,Volleyball,81,891
337,Wednesday,Burpees,73,803
337,Thursday,Table Tennis,137,1370
337,Friday,Strength Training,41,246
337,Saturday,Hiking,128,1536
337,Sunday,Lunges,65,455
338,Monday,Kettlebell Workout,129,1290
338,Tuesday,Rock Climbing,57,570
338,Wednesday,Boxing,49,490
338,Thursday,Pilates,48,384
338,Friday,Resistance Band Workout,119,952
338,Saturday,Hiking,125,1375
338,Sunday,Skipping Rope,119,1309
339,Monday,Basketball,23,207
339,Tuesday,Kickboxing,122,732
339,Wednesday,Shoulder Press,93,744
339,Thursday,Rowing,107,1177
339,Friday,Badminton,34,340
339,Saturday,Leg Press,25,275
339,Sunday,Martial Arts,27,162
340,Monday,HIIT,29,348
340,Tuesday,Spin Class,141,1269
340,Wednesday,Kickboxing,34,340
340,Thursday,CrossFit,122,976
340,Friday,Jumping Jacks,87,783
340,Saturday,Zumba,119,952
340,Sunday,Stretching,31,217
341,Monday,Tennis,128,896
341,Tuesday,Pull-ups,89,712
341,Wednesday,Crunches,148,1332
341,Thursday,Stretching,34,306
341,Friday,Plank,105,1260
341,Saturday,Surfing,50,500
341,Sunday,Pilates,85,935
342,Monday,Tennis,49,392
342,Tuesday,Sit-ups,115,805
342,Wednesday,Push-ups,124,868
342,Thursday,HIIT,27,270
342,Friday,CrossFit,81,648
342,Saturday,Sit-ups,85,1020
342,Sunday,Bench Press,67,804
343,Monday,Spin Class,142,1278
343,Tuesday,Swimming,130,1430
343,Wednesday,CrossFit,67,804
343,Thursday,Walking,121,847
343,Friday,Resistance Band Workout,117,819
343,Saturday,Treadmill,66,462
343,Sunday,CrossFit,62,682
344,Monday,Martial Arts,149,1043
344,Tuesday,Core Training,105,1155
344,Wednesday,Surfing,94,658
344,Thursday,Handball,106,848
344,Friday,Crunches,141,1410
344,Saturday,Skipping Rope,60,600
344,Sunday,Stair Climber,102,918
345,Monday,Martial Arts,82,902
345,Tuesday,Walking,57,456
345,Wednesday,Volleyball,55,660
345,Thursday,Volleyball,41,451
345,Friday,Rock Climbing,58,464
345,Saturday,Jumping Jacks,136,1360
345,Sunday,Skipping Rope,144,1728
346,Monday,Stair Climber,137,822
346,Tuesday,Sprinting,116,1392
346,Wednesday,Skipping Rope,131,1179
346,Thursday,Push-ups,25,200
346,Friday,Swimming,26,260
346,Saturday,Volleyball,58,522
346,Sunday,Powerlifting,79,553
347,Monday,Yoga,109,872
347,Tuesday,Boxing,89,534
347,Wednesday,Battle Ropes,136,1360
347,Thursday,Skipping Rope,43,344
347,Friday,Sprinting,34,306
347,Saturday,Rugby,141,1551
347,Sunday,Leg Press,112,896
348,Monday,Plank,109,1090
